"","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","OPtg","DRtg","NRtg","Pace","FTr","3PAr","TS_percent","eFG_percent_offense","TOV_percent_offense","ORB_percent","FT/FGA_offense","eFG_percent_defense","TOV_percent_defense","DRB_percent","FT/FGA_defense","Arena","Attend","Attend/G","...29","...30","...31","Year"
"494","18","Boston Celtics*","25.0","40","42","41","41","0.16","-0.56","-0.40","104.7","104.5","+0.2","95.8",".233",".280",".523",NA,".489","12.5","24.7",".176",NA,".494","13.7","75.0",".208",NA,"TD Garden","721,350","17,594",2015
"495","19","Phoenix Suns","25.7","39","43","38","44","-0.90","0.52","-0.38","105.3","106.2","-0.9","96.3",".251",".291",".537",NA,".501","13.7","24.5",".191",NA,".497","14.0","73.5",".221",NA,"US Airways Center","693,862","16,923",2015
"496","20","Detroit Pistons","25.9","32","50","38","44","-1.00","-0.39","-1.39","105.3","106.4","-1.1","92.8",".261",".290",".515",NA,".482","12.3","27.7",".184",NA,".502","13.2","75.0",".192",NA,"The Palace of Auburn Hills","625,917","15,266",2015
"497","21","Miami Heat","28.5","37","45","33","49","-2.60","-0.32","-2.92","103.9","106.7","-2.8","90.9",".306",".262",".540",NA,".500","14.5","23.2",".227",NA,".505","14.2","73.4",".213",NA,"AmericanAirlines Arena","808,223","19,713",2015
"498","22","Brooklyn Nets*","28.6","38","44","33","49","-2.88","-0.25","-3.13","104.4","107.4","-3.0","92.7",".267",".240",".529",NA,".491","13.0","23.9",".200",NA,".506","12.9","73.7",".185",NA,"Barclays Center","698,529","17,037",2015
"499","23","Charlotte Hornets","26.0","33","49","32","50","-3.17","-0.27","-3.44","100.1","103.5","-3.4","93.0",".269",".226",".498",NA,".456","11.2","22.1",".202",NA,".487","12.0","79.3",".188",NA,"Time Warner Cable Arena","704,886","17,192",2015
"500","24","Denver Nuggets","26.4","30","52","31","51","-3.55","0.48","-3.07","104.5","108.2","-3.7","96.1",".278",".284",".518",NA,".479","12.7","26.6",".204",NA,".504","13.0","74.7",".239",NA,"Pepsi Center","602,707","14,700",2015
"501","25","Sacramento Kings","26.0","29","53","31","51","-3.71","0.64","-3.07","105.3","109.2","-3.9","95.4",".363",".204",".542",NA,".490","14.8","26.5",".276",NA,".507","11.8","75.2",".200",NA,"Sleep Train Arena","680,049","16,587",2015
"502","26","Orlando Magic","24.3","25","57","25","57","-5.72","-0.15","-5.87","101.6","107.7","-6.1","93.8",".230",".235",".524",NA,".494","14.0","23.1",".168",NA,".514","13.6","76.0",".210",NA,"Amway Center","688,194","16,785",2015
"503","27","Los Angeles Lakers","27.0","21","61","23","59","-6.84","0.67","-6.17","103.4","110.6","-7.2","94.0",".276",".220",".513",NA,".473","12.1","25.4",".204",NA,".518","12.1","76.3",".231",NA,"STAPLES Center","768,244","18,738",2015
"504","28","Minnesota Timberwolves","24.4","16","66","19","63","-8.79","0.79","-8.00","102.9","112.2","-9.3","94.4",".309",".179",".517",NA,".468","13.7","26.6",".240",NA,".537","13.9","71.6",".187",NA,"Target Center","595,652","14,416",2015
"505","29","Philadelphia 76ers","23.2","18","64","18","64","-8.98","-0.07","-9.04","95.5","104.8","-9.3","95.7",".288",".319",".494",NA,".459","16.0","25.5",".195",NA,".497","15.2","73.0",".225",NA,"Wells Fargo Center","571,572","13,941",2015
"506","30","New York Knicks","26.9","17","65","17","65","-9.32","-0.18","-9.50","99.9","110.0","-10.1","91.2",".234",".240",".508",NA,".470","14.0","24.5",".180",NA,".512","13.3","73.1",".234",NA,"Madison Square Garden (IV)","812,292","19,812",2015
"507","","League Average","26.8","","","41","41","0.00","0.00","0.00","105.6","105.6","","93.9",".273",".268",".534",NA,".496","13.3","25.1",".205",NA,".496","13.3","74.9",".205",NA,"","729,877","17,814",2015
"508","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G",2016
"509","1","San Antonio Spurs*","30.3","67","15","67","15","10.63","-0.36","10.28","110.3","99.0","+11.3","93.8",".246",".223",".564",NA,".526","12.4","23.0",".197",NA,".477","14.1","79.1",".182",NA,"AT&T Center","756,445","18,450",2016
"510","2","Golden State Warriors*","27.4","73","9","65","17","10.76","-0.38","10.38","114.5","103.8","+10.7","99.3",".250",".362",".593",NA,".563","13.5","23.5",".191",NA,".479","12.6","76.0",".208",NA,"Oracle Arena","803,436","19,596",2016
"511","3","Oklahoma City Thunder*","25.8","55","27","59","23","7.28","-0.19","7.09","113.1","105.6","+7.5","96.7",".292",".275",".565",NA,".524","14.0","31.1",".228",NA,".484","11.7","76.0",".205",NA,"Chesapeake Energy Arena","746,323","18,203",2016
"512","4","Cleveland Cavaliers*","28.1","57","25","57","25","6.00","-0.55","5.45","110.9","104.5","+6.4","93.3",".259",".352",".558",NA,".524","12.7","25.1",".194",NA,".496","12.6","78.5",".205",NA,"Quicken Loans Arena","843,042","20,562",2016
"513","5","Toronto Raptors*","26.3","56","26","53","29","4.50","-0.42","4.08","110.0","105.2","+4.8","92.9",".328",".287",".552",NA,".504","12.3","24.6",".255",NA,".498","12.7","77.7",".201",NA,"Air Canada Centre","812,863","19,826",2016
"514","6","Los Angeles Clippers*","29.7","53","29","53","29","4.28","-0.15","4.13","108.3","103.8","+4.5","95.8",".318",".324",".556",NA,".524","12.1","20.1",".220",NA,".480","13.8","73.8",".222",NA,"STAPLES Center","786,910","19,193",2016
"515","7","Atlanta Hawks*","28.2","48","34","51","31","3.61","-0.12","3.49","105.1","101.4","+3.7","97.1",".237",".336",".552",NA,".516","13.8","19.1",".185",NA,".480","14.4","74.6",".194",NA,"Philips Arena","690,150","16,833",2016
"516","8","Boston Celtics*","25.2","48","34","50","32","3.21","-0.37","2.84","106.8","103.6","+3.2","98.5",".264",".293",".531",NA,".488","12.1","25.1",".208",NA,".487","14.6","74.6",".231",NA,"TD Garden","749,076","18,270",2016
"517","9","Charlotte Hornets*","26.0","48","34","49","33","2.72","-0.36","2.36","107.1","104.3","+2.8","95.7",".280",".348",".545",NA,".502","11.7","20.0",".222",NA,".496","12.5","79.8",".191",NA,"Time Warner Cable Arena","716,894","17,485",2016
"518","10","Utah Jazz","24.2","40","42","46","36","1.79","0.05","1.84","105.9","103.9","+2.0","91.0",".286",".297",".540",NA,".501","14.2","25.9",".213",NA,".495","13.5","77.7",".210",NA,"Vivint Smart Home Arena","791,489","19,305",2016
"519","11","Miami Heat*","28.4","48","34","46","36","1.65","-0.14","1.50","106.1","104.4","+1.7","93.6",".282",".221",".545",NA,".508","13.3","23.8",".210",NA,".485","12.1","77.8",".196",NA,"AmericanAirlines Arena","809,350","19,740",2016
"520","12","Indiana Pacers*","26.9","45","37","46","36","1.71","-0.09","1.62","104.6","102.9","+1.7","96.6",".268",".270",".536",NA,".497","13.5","23.4",".205",NA,".489","14.3","76.0",".205",NA,"Bankers Life Fieldhouse","690,733","16,847",2016
"521","13","Portland Trail Blazers*","24.3","44","38","43","39","0.83","0.15","0.98","108.8","108.0","+0.8","96.0",".268",".332",".548",NA,".511","13.2","25.9",".202",NA,".503","12.1","76.2",".225",NA,"Moda Center","794,085","19,368",2016
"522","14","Detroit Pistons*","25.0","44","38","43","39","0.61","-0.18","0.43","106.1","105.5","+0.6","95.1",".296",".303",".522",NA,".491","12.2","27.0",".197",NA,".504","12.5","79.3",".196",NA,"The Palace of Auburn Hills","677,138","16,516",2016
"523","15","Houston Rockets*","27.8","41","41","42","40","0.20","0.14","0.34","108.3","108.1","+0.2","97.6",".352",".370",".553",NA,".516","14.2","25.7",".244",NA,".516","14.7","72.8",".219",NA,"Toyota Center","737,244","17,982",2016
"524","16","Dallas Mavericks*","30.3","42","40","40","42","-0.30","0.29","-0.02","106.7","107.0","-0.3","94.3",".265",".339",".544",NA,".502","12.0","20.6",".211",NA,".504","12.8","76.2",".198",NA,"American Airlines Center","825,901","20,144",2016
"525","17","Washington Wizards","27.3","41","41","40","42","-0.50","0.00","-0.50","105.3","105.8","-0.5","98.5",".263",".282",".544",NA,".511","13.1","20.6",".192",NA,".515","14.6","77.7",".218",NA,"Verizon Center","725,426","17,693",2016
"526","18","Chicago Bulls","27.6","42","40","37","45","-1.48","0.01","-1.46","105.0","106.5","-1.5","95.7",".240",".244",".526",NA,".487","12.6","24.5",".189",NA,".485","10.7","74.9",".182",NA,"United Center","894,659","21,821",2016
"527","19","Orlando Magic","23.9","35","47","36","46","-1.62","-0.06","-1.68","105.1","106.8","-1.7","96.0",".232",".255",".533",NA,".500","12.8","23.1",".175",NA,".513","13.8","76.5",".215",NA,"Amway Center","719,275","17,515",2016
"528","20","Sacramento Kings","26.6","33","49","34","48","-2.48","0.16","-2.32","106.0","108.4","-2.4","100.0",".295",".260",".546",NA,".510","14.2","23.9",".214",NA,".521","14.0","74.9",".202",NA,"Sleep Train Arena","707,526","17,222",2016
"529","21","Memphis Grizzlies*","30.5","42","40","35","47","-2.24","0.11","-2.14","105.4","107.8","-2.4","93.3",".295",".222",".524",NA,".477","12.3","25.3",".231",NA,".518","15.2","75.1",".251",NA,"FedEx Forum","701,894","17,119",2016
"530","22","New York Knicks","27.2","32","50","33","49","-2.73","0.00","-2.74","104.6","107.6","-3.0","93.4",".255",".256",".527",NA,".483","12.6","23.7",".205",NA,".487","10.5","75.8",".204",NA,"Madison Square Garden (IV)","812,292","19,812",2016
"531","23","Denver Nuggets","24.7","33","49","33","49","-3.10","0.29","-2.81","105.6","108.9","-3.3","95.7",".282",".277",".531",NA,".489","13.2","25.8",".216",NA,".515","12.6","77.3",".216",NA,"Pepsi Center","577,898","14,095",2016
"532","24","Minnesota Timberwolves","24.6","29","53","31","51","-3.54","0.15","-3.38","106.5","110.1","-3.6","95.2",".332",".202",".549",NA,".498","13.9","24.3",".263",NA,".524","13.6","74.7",".200",NA,"Target Center","581,178","14,175",2016
"533","25","New Orleans Pelicans","26.6","30","52","31","51","-3.79","0.24","-3.56","105.6","109.5","-3.9","96.8",".259",".277",".537",NA,".498","12.3","21.2",".201",NA,".523","12.7","78.8",".225",NA,"Smoothie King Center","688,549","16,794",2016
"534","26","Milwaukee Bucks","23.5","33","49","29","53","-4.18","0.20","-3.98","104.3","108.7","-4.4","94.2",".276",".189",".537",NA,".499","14.2","24.9",".207",NA,".510","14.2","73.1",".221",NA,"BMO Harris Bradley Center","621,808","15,166",2016
"535","27","Phoenix Suns","26.0","23","59","24","58","-6.66","0.34","-6.32","102.2","109.0","-6.8","98.5",".271",".302",".526",NA,".487","15.2","25.4",".204",NA,".523","13.5","77.1",".237",NA,"Talking Stick Resort Arena","701,405","17,107",2016
"536","28","Brooklyn Nets","26.9","21","61","22","60","-7.35","0.24","-7.12","103.2","110.9","-7.7","95.2",".246",".218",".527",NA,".492","13.6","24.1",".186",NA,".534","13.1","75.7",".176",NA,"Barclays Center","620,142","15,125",2016
"537","29","Los Angeles Lakers","26.5","17","65","17","65","-9.56","0.64","-8.92","101.6","111.6","-10.0","95.6",".292",".290",".509",NA,".460","12.5","23.1",".228",NA,".523","11.6","74.7",".202",NA,"STAPLES Center","778,877","18,997",2016
"538","30","Philadelphia 76ers","23.3","10","72","16","66","-10.23","0.31","-9.92","98.8","109.2","-10.4","97.9",".269",".327",".519",NA,".487","14.8","20.6",".186",NA,".510","13.5","74.0",".240",NA,"Wells Fargo Center","614,650","14,991",2016
"539","","League Average","26.8","","","41","41","0.00","0.00","0.00","106.4","106.4","","95.8",".276",".285",".541",NA,".502","13.2","23.8",".209",NA,".502","13.2","76.2",".209",NA,"","732,555","17,866",2016
"540","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G",2017
"541","1","Golden State Warriors*","28.2","67","15","67","15","11.63","-0.28","11.35","115.6","104.0","+11.6","99.8",".259",".359",".597",NA,".563","13.2","22.8",".204",NA,".486","13.5","74.9",".198",NA,"Oracle Arena","803,436","19,596",2017
"542","2","San Antonio Spurs*","29.6","61","21","60","22","7.20","-0.06","7.13","111.1","103.5","+7.6","94.2",".263",".281",".564",NA,".524","12.6","24.0",".210",NA,".492","13.5","77.6",".192",NA,"AT&T Center","755,347","18,423",2017
"543","3","Houston Rockets*","27.4","55","27","55","27","5.77","0.08","5.84","114.7","109.0","+5.7","100.0",".304",".462",".583",NA,".545","13.3","24.6",".233",NA,".519","13.2","75.8",".194",NA,"Toyota Center","695,903","16,973",2017
"544","4","Toronto Raptors*","26.1","51","31","52","30","4.21","-0.56","3.65","112.3","107.8","+4.5","94.7",".293",".289",".561",NA,".517","11.8","25.0",".233",NA,".507","13.5","76.3",".223",NA,"Air Canada Centre","813,050","19,830",2017
"545","5","Los Angeles Clippers*","30.0","51","31","52","30","4.29","0.13","4.42","112.7","108.2","+4.5","96.1",".312",".329",".574",NA,".537","12.0","21.5",".233",NA,".506","12.1","76.9",".211",NA,"STAPLES Center","782,609","19,088",2017
"546","6","Utah Jazz*","26.8","51","31","52","30","3.94","0.06","4.00","109.6","105.3","+4.3","91.6",".288",".327",".563",NA,".526","13.2","23.2",".215",NA,".493","11.8","78.9",".195",NA,"Vivint Smart Home Arena","806,142","19,662",2017
"547","7","Cleveland Cavaliers*","29.2","51","31","49","33","3.18","-0.31","2.87","113.6","110.3","+3.3","96.2",".275",".399",".580",NA,".547","12.6","21.9",".206",NA,".516","11.4","75.8",".174",NA,"Quicken Loans Arena","843,042","20,562",2017
"548","8","Boston Celtics*","25.9","53","29","48","34","2.63","-0.39","2.25","111.2","108.4","+2.8","96.8",".273",".393",".567",NA,".525","12.2","21.2",".220",NA,".503","12.6","75.3",".223",NA,"TD Garden","760,690","18,553",2017
"549","9","Washington Wizards*","26.0","49","33","46","36","1.80","-0.45","1.36","111.2","109.3","+1.9","97.4",".254",".284",".564",NA,".528","12.8","24.1",".199",NA,".524","13.8","75.5",".213",NA,"Verizon Center","697,107","17,003",2017
"550","10","Miami Heat","26.5","41","41","44","38","1.06","-0.29","0.77","107.8","106.7","+1.1","95.2",".251",".314",".541",NA,".512","12.4","24.2",".177",NA,".496","12.6","76.4",".220",NA,"AmericanAirlines Arena","805,400","19,644",2017
"551","11","Oklahoma City Thunder*","24.7","47","35","43","39","0.76","0.39","1.14","108.3","107.5","+0.8","97.8",".295",".295",".540",NA,".500","13.2","27.9",".220",NA,".511","12.5","79.0",".218",NA,"Chesapeake Energy Arena","746,323","18,203",2017
"552","12","Memphis Grizzlies*","29.5","43","39","42","40","0.49","0.47","0.96","107.7","107.1","+0.6","92.3",".280",".316",".535",NA,".491","12.1","24.8",".219",NA,".506","13.6","77.5",".256",NA,"FedEx Forum","677,314","16,520",2017
"553","13","Denver Nuggets","25.2","40","42","42","40","0.51","0.19","0.70","113.2","112.7","+0.5","98.3",".276",".329",".568",NA,".530","13.2","27.3",".214",NA,".532","10.9","78.7",".194",NA,"Pepsi Center","605,585","14,672",2017
"554","14","Chicago Bulls*","26.9","41","41","42","40","0.43","-0.39","0.03","107.4","107.0","+0.4","95.3",".259",".256",".530",NA,".487","12.3","27.0",".206",NA,".507","12.4","76.8",".169",NA,"United Center","888,882","21,680",2017
"555","15","Charlotte Hornets","26.5","36","46","42","40","0.20","-0.26","-0.07","108.8","108.6","+0.2","95.7",".279",".335",".547",NA,".501","10.7","19.9",".227",NA,".523","12.1","79.6",".164",NA,"Spectrum Center","710,643","17,333",2017
"556","16","Indiana Pacers*","27.0","42","40","40","42","-0.22","-0.42","-0.64","108.6","108.8","-0.2","95.9",".261",".272",".558",NA,".516","12.8","21.2",".212",NA,".512","13.6","75.5",".225",NA,"Bankers Life Fieldhouse","684,578","16,697",2017
"557","17","Milwaukee Bucks*","25.6","42","40","40","42","-0.18","-0.26","-0.45","109.1","109.3","-0.2","94.5",".274",".290",".565",NA,".527","13.2","21.5",".210",NA,".518","13.6","75.4",".215",NA,"BMO Harris Bradley Center","648,952","15,828",2017
"558","18","Portland Trail Blazers*","24.8","41","41","40","42","-0.52","0.30","-0.23","110.3","110.8","-0.5","96.7",".275",".322",".559",NA,".520","12.5","23.0",".214",NA,".508","11.6","76.8",".241",NA,"Moda Center","792,029","19,318",2017
"559","19","Atlanta Hawks*","27.9","43","39","39","43","-0.85","-0.38","-1.23","104.9","105.7","-0.8","97.4",".295",".309",".541",NA,".504","14.2","23.6",".215",NA,".507","13.8","76.1",".179",NA,"Philips Arena","654,306","15,959",2017
"560","20","Detroit Pistons","25.4","37","45","38","44","-1.12","-0.17","-1.29","106.0","107.1","-1.1","95.0",".218",".263",".521",NA,".492","10.9","24.1",".157",NA,".516","12.1","81.2",".197",NA,"The Palace of Auburn Hills","655,141","15,979",2017
"561","21","Minnesota Timberwolves","24.0","31","51","38","44","-1.11","0.47","-0.64","110.8","112.0","-1.2","94.6",".287",".249",".555",NA,".511","12.9","27.2",".229",NA,".535","13.2","75.9",".212",NA,"Target Center","607,203","14,810",2017
"562","22","New Orleans Pelicans","25.7","34","48","35","47","-2.10","0.41","-1.69","105.2","107.4","-2.2","98.0",".256",".308",".539",NA,".504","11.7","18.5",".192",NA,".509","12.4","76.8",".177",NA,"Smoothie King Center","663,099","16,173",2017
"563","23","Dallas Mavericks","27.6","33","49","33","49","-2.93","0.40","-2.53","105.6","108.8","-3.2","92.2",".225",".366",".541",NA,".505","11.6","18.1",".180",NA,".529","14.4","77.6",".218",NA,"American Airlines Center","811,366","19,789",2017
"564","24","New York Knicks","27.3","31","51","31","51","-3.67","-0.20","-3.87","107.7","111.5","-3.8","96.0",".239",".279",".534",NA,".496","12.4","26.6",".188",NA,".511","11.7","74.1",".214",NA,"Madison Square Garden (IV)","810,741","19,774",2017
"565","25","Sacramento Kings","27.9","32","50","31","51","-3.88","0.58","-3.29","107.3","111.3","-4.0","94.9",".284",".291",".556",NA,".516","13.7","21.0",".220",NA,".528","12.9","76.3",".227",NA,"Golden 1 Center","721,928","17,608",2017
"566","26","Phoenix Suns","25.0","24","58","27","55","-5.63","0.49","-5.14","106.6","112.2","-5.6","100.3",".297",".255",".538",NA,".493","13.4","26.0",".231",NA,".525","13.1","76.4",".264",NA,"Talking Stick Resort Arena","708,639","17,134",2017
"567","27","Philadelphia 76ers","24.6","28","54","26","56","-5.70","-0.14","-5.83","103.2","108.9","-5.7","98.5",".258",".349",".539",NA,".501","14.9","22.4",".199",NA,".512","13.5","75.3",".234",NA,"Wells Fargo Center","710,557","17,331",2017
"568","28","Brooklyn Nets","26.0","20","62","24","58","-6.73","-0.01","-6.74","104.1","110.7","-6.6","101.3",".289",".371",".551",NA,".507","14.7","19.6",".228",NA,".513","11.6","76.1",".212",NA,"Barclays Center","632,608","15,429",2017
"569","29","Orlando Magic","25.3","29","53","24","58","-6.57","-0.04","-6.61","103.7","110.5","-6.8","96.8",".246",".300",".524",NA,".489","12.1","21.6",".184",NA,".523","11.9","77.4",".201",NA,"Amway Center","727,875","17,753",2017
"570","30","Los Angeles Lakers","25.1","26","56","24","58","-6.88","0.58","-6.29","106.0","113.0","-7.0","98.5",".259",".295",".537",NA,".501","13.5","25.0",".195",NA,".542","13.0","75.8",".213",NA,"STAPLES Center","776,917","18,949",2017
"571","","League Average","26.6","","","41","41","0.00","0.00","0.00","108.8","108.8","","96.4",".271",".316",".552",NA,".514","12.7","23.3",".209",NA,".514","12.7","76.7",".209",NA,"","733,247","17,880",2017
